,tweets,labels
16952,ينتهي الإنسان عندما يتوقف عن اكتساب المعرفة وإنتاجها ونقلها لمن يحتاجها عندها يمسي مجرد كائن حي على هذه البسيطة,Syria
16953,مش قصدى بس لما بحط نفسي مكان اى حد بلاقي معاه حق وفى حاجات مقبولة عندى مش اى حد ممكن يتقبلها,Egypt
16954,مع المعلم الى متى ياحكومة الزاز على رأي المثل إذا ما كنت قدها لا تشيلها,Jordan
16955,بيقلك دولة الرئيس سد بوزك,Lebanon
16956,أقول فيصل خلك هلالي وبتعيش ملك,Iraq
16957,اللهم اغفر لنا وارحمنا وعافنا واعف عنا وأكرم نزلنا شاهد غرد بذكر الله دعاء لربي,Mauritania
16958,رب أسألك خير ما في هذا اليوم وخير ما بعده وأعوذ بك من شر ما في هذه الليلة وشر ما بعدها,Palestine
16959,انا ما عندي مشكلة انك تكون بألف وجه بس مو كلون بقرفوا ولو,Syria
16960,اختتام دورة مهارات تعليم اللغة العربية للناطقين بغيرها بحضور سعادة القائم بأعمال سفارة المملكة في جيبوتي ووكيل وزارة العدل الجيبوتية,Djibouti
16961,مش عارف وينتا الناس بدها تحكيلي المصاري غيرتك,Palestine
16962,من لا يقدر وجودك لا تعظم غيابه,Saudi_Arabia
16963,القوات الامنية ليش هيج مو المتظاهر اخوك وابن عمك وجيرانك الحكومة بايعتك نسيتو سبايكر نسيتو الموصل نسيتو الرمادي والفلوجة شون جانو يبيعوكم للدواعش ترى انتو الباقيين والحكومة رايحه حتى لو بقت سنوات حكومة تخليكم بصدام وي الشعب لحتى يكرهوكم ويعتدون عليكم المتظاهر اخوك ابن عمك,Iraq
16964,تراب يتربلك وجهك,Oman
16965,اللهم لا تحرمني طموحا أسعى لتحقيقه اللهم وفقني وسدد خطاي ويسر لي أمري ووفقني يارب,United_Arab_Emirates
16966,دامه حبيبي كيف اتوب,Saudi_Arabia
16967,سيدتي من هو توفيق بوعشرين هل هوالكومسير ثابت القرن ال أعتذر لأنني لم أهتم منذ ال لا بالصحافة المغربية ولا بالتلفجات لأن الميديا منذ ذاك العهد,Morocco
16968,تقريبا كدا انا اعتزلت ال التانيه و اتفرغت ل,Egypt
16969,والله انا ما عندي دم بدل ما اصحى اراجع فطرت و قاعدة بتفرج عالمسلسل,Egypt
16970,عند البريبئ اللي هناك,Egypt
16971,أنا أحب أن أراه الدهون,Iraq
16972,وهو اذا ضحك مدري احب العمر ولا احبه,Iraq
16973,مشكلتي هي التفاصيل أنا لا أجيد تجاهل التفاصيل كلمة واحدة في حديث طويل تجعلني حزينا ذكرى قاتلة تعبر في بالي تغير مزاجي لعدة أيام التفاصيل الصغيرة تقتلني بشدة,Egypt
16974,لا تؤجلي صلاه اليوم للغد,Tunisia
16975,كل الخوف خوف إلا الخوف من الله طمأنينة,Saudi_Arabia
16976,الدنيا معبر عش كل لحظة بشكل جيد وبما يرضي الله الجميع راحل ويبقى وجه ربك ذو الجلال والإكرام,Saudi_Arabia
16977,ماصعبت إلا فرجت وما تعسرت إلا تيسرت وما أغلق باب إلا فتح ألف باب,Egypt
16978,حياتي ملك لربي فهل يكفيك في الله حبي أبي تفسير لي الابيات,Iraq
16979,القرب من الله,Algeria
16980,اعضاء شرف الهلال مع سامي بغض النظر عن نجاح سامي او اخفاقه ك رئيس اعتقد انه قدوة للاعبيين ولا اعتقد ان لاعب وصل للوصل له سامي بالرغم من الانقسامات حول سامي اللاعب والمدرب والان الرئيس هناك شي لا يمكن انكاره وهو طموح سامي ممكن نسميها قصة كفاح اتمنى ان تكون قصة نجاح,Saudi_Arabia
16981,يا ريت ما تكوني حبيتي الأخضر و الأورنج يا ريت ما تكوني حبيتي الأخضر و الأورنج يا ريت ما تكوني حبيتي الأخضر و الأورنج يا ريت ما تكوني حبيتي الأخضر و الأورنج يا ريت ما تكوني حبيتي الأخضر و الأورنج يا ريت ما تكوني حبيتي الأخضر و الأورنج,Tunisia
16982,هذا هو السؤال الذي يجب طرحه والاجابة عليه وفي اسرع وقت ماذا سنفعل اذا انسحب بوتفليقة لم يتبقى سوى يوما على الموعد الانتخابي والشعب ليست لديه خطط لمرحلة ما بعد بوتفليقة,Algeria
16983,تخيلوا إن القانون يسمح لك باختيار جنسيتك إذا صار عمرك عام والله يا في دولة أعرفها بتهش ذبان,Saudi_Arabia
16984,التاريخ الذي تكتبونه هو تاريخنا ه مدريد ريال مدريد اتليتكو مدريد,Egypt
16985,اسكندريه سكير بس,Libya
16986,العلمانيون في حقيقة الأمر يعتبر هؤلاء هم الأخطر لأنهم أدوات تنفيذ المخططات المعادية للإسلام هذه الفئات جميعها تعمل جاهدة منذ أن أشرق الإسلام بالكيد لهذا الدين وللمسلمين ولكن هيهات وعد الله المنافقين والمنافقات والكفار نار جهنم خالدين فيها منصت,Syria
16987,جبتها ع الجرح وكآنك م دريت كم ريال في حسابك حاليا,Saudi_Arabia
16988,إن شاء الله تعالى,Oman
16989,فاهم بس انا باتكلم ع الموقف نفسه الدقيقة مش هنقدر نعوضها فعلا انا كل م الاقيني مبصليش بافكر ف الموقف ده ارجع اصلي تاني,Egypt
16990,ايه ده في ايه مكنتش اعرف انهم هيفرقوا اوي كدة,Egypt
16991,مافيه مارثون في المدينه المنورة,Saudi_Arabia
16992,صاحبه مجهول الهوية,Iraq
16993,ايه ممتاز كنت ادور على كذا مكان ان شاء الله بشوفها,Somalia
16994,اللي يموت بهواك مايخلي قلبك حزين,Saudi_Arabia
16995,هامطقس ارتفاع درجة الحرارة اليوم مع أجواء غاائمة وبداية منخفض جوي جديد غدا الخميس والله تعالي أعلي وأعلم,Palestine
16996,اللهم في هذه الساعة المباركة أسألك يارحمن الدنيا والآخرة ورحيمهما أن تغفر لوالدي وترحمها كما ربياني صغيرا وان ترزقني برهما والاحسان إليهما,Saudi_Arabia
16997,اما حقت بنات,Saudi_Arabia
16998,يا أهل الاسحار أكثروا الإستغفار,Kuwait
16999,هلا اخ يونس,Oman
17000,ان شاء الله فالنا الفوز المستحق والتأهل اتوقع ال عباس يبدع الليلة,Palestine
17001,حجم الزعل دايم حسب حجم المحبه,United_Arab_Emirates
17002,اوف ماشاء الله واكبتي الخيرية بكل مراحلا لكن انا انتقلت عليها بالسابع وكملت للأخير,Syria
17003,با تشکر از همراه اول بانک ملت بانک ملی بانک مسکن و بانک صادرات عشقین,Yemen
17004,هي قصدها الكسل نحنا بتونس منقول بخل عن الكسل أما البخل يلي هو عكس الكرم بنقول شحة,Tunisia
17005,كلمة لأبنائي نور والجلندى بعد زيارتهم للمتحف الوطني المتحف الوطني عمان,Oman
17006,مادري احس لو مروض شعره بقافية جان وصل للسماوات بس قسمة بعد ولو هو موقليل,Iraq
17007,لقد اسقطت طائرة مغربية و قتل الطيار دفاعا عن السعودية و هل هذا ليس دعز و انا لا افتخر بهذا الدعم بعد الان,Morocco
17008,الف مبرووك إسلام,Libya
17009,ماتحن يا جن,Lebanon
17010,مشافاه دائما إن شاء الله,Iraq
17011,ياليت نقدر نصدقك من كثر الكذب قد نحنا نصدق الحوثي لانه لما يكون في اثنين وكل واحد تبني منهم تصريح لازم نصدق واحد ونكذب واحد وهذا يعود للبراهن والادله والقرائن من الاثنين,Yemen
17012,عيد الاضحي المبارك ربي أتمنى هذا العيد يكون بدايه سلام وامان وتطور وتقدم وخير للعراق والعراقيين وكل العالم وكل عام وانتم بالف خير وسعاده وعافيه,Iraq
17013,احاول اكذب كلامه م قدرت كلامه سليم,Yemen
17014,عظمه علي عظمه يااهلي,Egypt
17015,وقت ما ننعس,Libya
17016,بعض السلبيات التي لازالت تلم بي,Iraq
17017,الطبيب هو انسان ممكن يخطأ حاله حال اي بشر بس من المعيب أن نبحث عن عثرات الأطباء ونلقي بأي خطاء على الأطباء هذا الشخص المسمى بالطبيب هو انسان نادر ناجح متميز وصل لهذه المهنة بصعوبة من معدل الاعدادية والى ان يصبح أخصائي وأن بحث عن مادة فهذا استحقاق لأنه قد ينجيك من الموت,Iraq
17018,وبعد فراق طال لاشهر رجعنا لبعض تاني يشعر بالسعادة,Egypt
17019,جزاك الله خير والرجال ألم يأمرهم الله بغض النظر,Saudi_Arabia
17020,ليلة سعيدة اختي الكريمة,Algeria
17021,اللهم اجعل خير عمرنا آخره ساعه استجابه,Syria
17022,لست الصديق النادر و لكن أعتقد أني صديق جيد لا أخون الوعود ولا أحب الإستغلال,Egypt
17023,الفكره مش عليك انت بس انا كدا مع الكل ومش هتغير الله يكرمك,Egypt
17024,الحكم تجاهل تدخل عنيف وطرد واضح على الاتحاد وهناك شك بوجود بلنتي للتعاون قبل الهدف,Iraq
17025,هاتي موبيل جديد من الي بطارياته كبيرة,Egypt
17026,والله الناس هناك بتكلم نفسيها مفيش اى حاجه يعملوها واسمع منى يومين هتلاقى نص العرايشيه هنا,Iraq
17027,قال إبن القيم لن تجد أحن من الله عليك فوالله لو يعلم الساجد مايغشاه من الرحمه بسجوده لما رفع راسه,Egypt
17028,ما أشقاك إلا ليسعدك وما أخذ منك إلا ليعطيك و ما ابتلاك إلا لأنه يحبك شاهد غرد بذكر الله دعاء لربي,Mauritania
17029,سبحان الله والحمدلله ولا إله إلا الله والله أكبر,Oman
17030,قالوا عايزة نرجع تاني قالوا مش نسياني فاكرة ايامنا,Egypt
17031,عجيب امر آل الصدر لهم في كل دهر جذوة من نور العصمة يلجأ اليها المسترشدون,Iraq
17032,بنيت بك حلم يالمحبوب لا تهده,United_Arab_Emirates
17033,اللهم ارح قلبي وارح تفكيري وابعد عني ضيقه القلب وانزل علي راحه وطمأنينه لا تنتهي,Libya
17034,رافض وراضي مش مقتنع بالمختصر ان دا الاتفاق بيكون خير لنا ولهم اليمن دائما نهاية الحروب فيها انتصار طرف وهزيمة الآخرين لذا والله ماعندي امل في دا الاتفاق,Yemen
17035,إن الله و ملائكته يصلون على النبي,United_Arab_Emirates
17036,نحن أعلم بما يقولون وما أنت عليهم بجبار فذكر بالقرآن من يخاف وعيد ق,Egypt
17037,والله ماتحشم وجوه البخس الشهيد الذي لم يمت,Algeria
17038,و الجديد بالذكر عينك عمرها ما هتكتم سر,Egypt
17039,صباح السعآده لگل قلب لا يحمل إلا الحب لمن حوله صباح الأشيآء آلجميله آلتي يعجز تفكيركم عن إدراك روعتهآ يسعد لي صباحكم,Oman
17040,حال البلاد ولى يبكي,Tunisia
17041,أفضل الإكرام أن تكرم نفسك من تعريضها للمهانة أو سؤال لئام الخلق أو المذلة لغير الله تعالى,Djibouti
17042,مفيش حب للبشر ممكن للاكل ماشي,Egypt
17043,ه غصيت ياكلبة ابي ماي الحين,Saudi_Arabia
17044,صعبت عليا خلاص عفى الله عما سلف,Egypt
17045,أدبي القصيم في الصحافة صحيفة الجياة القصيمي ومنيف يثيران الجدل بعد رحيلهما أحمد زين,Saudi_Arabia
17046,اللهم ارزقني زيادة محبة لك و إقبالا عليك و حياء منك غرد بذكر الله كنز المسلم,United_Arab_Emirates
17047,أضفني على اسم المستخدم,Saudi_Arabia
17048,عنده العافية يارب,Iraq
17049,حتى هي تحب الشاي بالحليب,Tunisia
17050,شوي اخري الجامعه تسحب منا العضويه احنا الطلبه القدم,Libya
17051,ياخ ونحن نايمين وفي الحلم بنتعرص,Sudan
17052,زيسكو يونايتد يقترب من حسم الدوري الزامبي قبل جولان على النهاية إليكم ترتيب الدوري و نتائج الجولة ومباريات الجولة القادمة,Tunisia
17053,يومكم سعيد وجميل,Libya
17054,لماذا يتجه الأذكياء غالبا لكلية الطب أو الهندسة ويتركون العلوم الشرعية بينا يتوجه أقل الطلبة معدلات للشريعة أيهما أوسع,Lebanon
17055,صدك حيرة يدانتيل عديله,Iraq
17056,أطفئ الأنوار من يريد أن يجدك ف ليحرق نفسه,Iraq
17057,شوف الحلو الى ف الناس واعرف الوحش واقبله على كده اقبله بحب,Egypt
17058,أوافقك الرأي سيدتي,Oman
17059,الإخوان الحربائيون يتلونون حسب لون الرئيس و الحاكم المهم مصالحهم لا تلمس و حتى و إن كان الرئيس نتنياهو يمشون معه و يباركون له,Algeria
17060,اللهم اسألك صباحا مبشرا وهما راحلا وقلبا مطمئنا,Saudi_Arabia
17061,بينسوا ڪل حآجه حلوه و جميله آنت عملتها مقآبل آخر موقف معجبهمش,Egypt
17062,صيغة التويتة غلط يا باشا لان الاتنين لاعيبه بفريق كان ممكن تكتب رحيل احدهما و دة امر طبيعي لو حصل لكن انفصال لاعب عن لاعب دة ممكن يكون باللعب بخطة ما تربطهم مباشرة جيت تعمل تويتة جامدة جت اوت يا حج علاء لاننا كلنا عارفين ان دة اخر موسم لصلاح الا اذا هو حب يكمل,Syria
17063,كفو والله والنعم من كل خير,Iraq
17064,يهود افران الاطلس الصغير في جنوب المغرب,Morocco
17065,لا يمكن مقارنة بين رضوى عاشور ودينا الشربيني على قولتك احنا مش جماعة توتو,Iraq
17066,,Libya
17067,سيادة العميد برأيي ماتفكر بفعله تركيا مخطط استعماري وزيادة الوضع تأذمنا ولايختلف عما تفعله روسيا وايران ثلاثي يكن العداء لسورية وشعبها,Iraq
17068,وانی,Iraq
17069,شو بسرعة تعلموا منا,Iraq
17070,يمن اروى عثمان لجنة الحريات أكدت على ضرورة تمثيل المراة ب بالمائة قالت رئيس فريق الحقوق والحريات,Yemen
17071,كاد أن يبتسم إلا أنها قالت وداعا,Bahrain
17072,افتكرت حوار انا دلوقتي,Egypt
17073,أنا مالي حظ في المسابقات,Oman
17074,يإبن المتناكة ع الصبح,Saudi_Arabia
17075,أؤمن بأن جميع الأمور السيئة التي قد حدثت لي جائت لتحميني من أمور أشد سوءا منها ا أؤمن بأن الله ما أخذ مني إلا ليعطيني الأفضل وما أخر علي أمرا تمنيته وحملته في كل أدعيتي إلا لأنه سيأتيني به في الوقت المناسب,Egypt
17076,سبحان الله صرنه حبايب اياد كينا بركاتچ يالثورة,Iraq
17077,يمه فدوة اروحلك ع هاللسان الحلو,Iraq
17078,خروجهم خسارة للبطوله,United_Arab_Emirates
17079,يبنتي عندك امتحان,Morocco
17080,العلاقه السطحية مع الأقارب تخليك تعيش بسلام,Libya
17081,راضتني الدنيا فيك,Saudi_Arabia
17082,من أراد البقاء فأبسط له قلبك و من أراد الرحيل فأبسط له الطريق,Syria
17083,اینکه نتونستن از طریق شماره موبایلی که از طریق پیامک تایید شده استعلام بگیرن و دزد و دستگیر کنند مشکل من هست قانون فضای مجازی,United_Arab_Emirates
17084,بالتوفيق وان شاء الله تكون من الناجحين بتفوق,United_Arab_Emirates
17085,العسيلى ما شاء الله بيحط ع اي حد ف اي اغنية,Egypt
17086,واعلم ان الدنيا ستكسرك كسرا يليق بها والناس سيخذلونك خذلانا يليق بهم ولكن الله سيجبرك جبرا يليق به,Algeria
17087,يوم السمك بيجيبوا دلفري دلع رخم,Egypt
17088,يعقوب بوشهري اسمه ف سناب بو خالد بس ماعرف ليش كله اسميه بويعقوب,Syria
17089,القرآن راحة نفسية,Egypt
17090,انا شخصيا لم اسمع كلام المنيع اللي يقول كذا بصراحه ولا اعتقد منطقه كما قالت والمحاكم فيها قضاة للنزاعات وليس معنى من اساء استخدام الدين ان نغير الفطرة لقد شاهدنا تدخل المحكمة ونزع الولاية من الولي ديننا واضح ولا يحتاج تفسير والله ما شرع شي الا لحكمة فهو سبحانه من خلقنا,Saudi_Arabia
17091,يارب إنك أعلم بزحام الحديث في صدري وأعلم برعشة أطرافي الباردة وصمتي المختنق فطمن قلبي,Saudi_Arabia
17092,المجلس البلدي بمحافظة مسندم يشكل فريق تضامن لمساندة اهلنا في محافظتي الوسطى وظفار خلال الظروف المناخية شابالا,Oman
17093,سامريات نيوز في خدمتكم لتغطية كافة الأنشطة الثقافية في طرابلس والشمال,Lebanon
17094,سرقته من عند امي,Saudi_Arabia
17095,د,Iraq
17096,لخص السعاده في كلمه صوت بداخلك يتحدث بصمت يخبرك لا تقلق فالعوض من الله دائما كبير,Oman
17097,تربيتك الزايدة بتكون نعمة للي حواليك لكن للاسف اوقات بتكون نقمة وسبب تعب نفسي كبير ليك لما تتحط تحت ضغط وماتردش بسبب انك متربي واخلاقك تمنعك,Egypt
17098,حصل وانا متعب وبركات,Egypt
17099,من اطيب الناس اللي صدفتهم خلال هالسنتين على الفيس بوك ما بعرف ليه حاسس اني رح شوفك منزل بوست كاتب فيه حبايب قلبي,Syria
17100,ماشي وقتهم قاع,Algeria
17101,بس بنعبر عن حبنا الك حبيبتي,Libya
17102,و متعة ليلة من ليالي الأبطال تخفف عنك أسي عام كامل,Egypt
17103,وانا حصلي وجايه وراكي,Egypt
17104,لعن الله هؤلاء الثوار,Lebanon
17105,رمضان اللهم ان ضاق صدري بما لا اتحمله وضعف صبري بما لا اقوي عليه فكن لي معينا واشرح صدري يا الله,Kuwait
17106,لدينا خريجي من عام لغة انجليزية والتربية مسرحة موظفيها لاستجلاب المدرسين من الخارج مفارقات غريبة,Oman
17107,وبتحوروا ليه وبتخترعوا كلام من دماغكوا طالما متعرفونيش,Egypt
17108,انت لاتصدق روحك الناس ميته عليك الرجال زوجك بدون مايستشير البنت وانا متأكده م راح ترضى,Iraq
17109,متى ونتمنى ان تكون وعودكم ليست كوعود الحكومة,Iraq
17110,يتقدم منسوبو المعهد الإسلامي في جيبوتي بوافر الشكر والتقدير لسعادة الدكتور عبدالله السلمي عميد شؤون المعاهد في الخارج سابقا على ما قدمه للجامعة عامة وللمعهد ومنسوبيه خاصة خلال فترة عمله سائلين المولى عز وجل له التوفيق والسداد,Djibouti
17111,أعلنت منذ دقائق النتائج النهائية لعملية الفرز بالدائرة الخامسة بسوهاج والتي تضم مركزي البلينا ودار السلام وقد,Egypt
17112,لا تستعجل يمكن ترسب و تزيد فصل,Oman
17113,والله مادري شنو المميز بهالاغنية حتى هلكد لازكين بيها,Iraq
17114,ضحكت فقالو الاتحتشم بكيت فقالو الا تبتسم بسمت فقالو يرائي بها عبست فقالو بدى ماكتم صمت فقالو أكليل اللسان نطقت فقالو كثير الكلم سياحه,Yemen
17115,ممكن تبرم فيك القصة كتير بس تأكد انو دويرة و وسطها ثابت و قلبها ما حيتغير,Lebanon
17116,تدخل مع الناس تدخلا إيجابيا ودع السلبيات لأن الأمة الآن بحاجة إلى وحدة صف وإلى اجتماع كلمة بحاجة إلى أن نتعاون فيما اتفقنا وأن يعذر بعضنا بعضا في ما اختلفنا بحاجة إلى التكاتف بحاجة إلى أن نلتقي عند المتفق عليه أن نلتقي عند الأصول عند الجذع الواحد الموحد,Egypt
17117,بش لازم يكون في علاج يا دكتوره لازم,Egypt
17118,مركز الدكتور عمار الخطيب وضع زرعه في الفك العلوي والنتائج ممتازه بفضل الله للحجز والاستفسار الاردن عمان قرب دوار الداخلية جبل الحسين شارع الرازي مقابل,Jordan
17119,القرآن ينفع يشفع ويرفع,Iraq
17120,اجل ذا وش نقول عنه,Saudi_Arabia
17121,ماباحبش الناس المتفائلين ولا بارتاح فى الكلام معاهم باحب الناس البائسة اللى زيي واللى هيفهموا معاناتى بأقل مجهود,Egypt
17122,والله احس اني مراقبه بس ان شاء الله ماازعجتهم,Saudi_Arabia
17123,احكيلي اكتر يا حسين بص يا خلف لما كنت ببصلها كانت هي كمان بتبصلي,Egypt
17124,سبحان من صور حسنك بدري و في البهاء زادك رفعه,Oman
17125,ئێزدیێن شیع,Iraq
17126,لاقيني يا حياتي بهالطريق,Egypt
17127,معليش على التاخير,Yemen
17128,أي عملية أو أسلوب أو طريقة لإنشاء شيء جديد من غير مثال سابق هذا يعتبر إبداع,Saudi_Arabia
17129,إجراءات أمنية مشددة على مداخل ومخارج العاصمة عدن للتأمين سلامة المواطنيين ونجاح مليونية تقرير المصير تحية,Yemen
17130,هدف تافه جدا,Saudi_Arabia
17131,واش درتلك حتى عاديتني,Algeria
17132,قال مالك بن دينار رحمه الله تعالى من عرف نفسه لم يضره ما قال الناس فيه العقد الفريد,Algeria
17133,انا حرفيا لحد الساعه دا مش مصدقة اللي حصل ولا عارفة عملت كدة ازاي والله,Egypt
17134,لا كثر الله خير من نساك خيري,Morocco
17135,عبد المهدي هناك أولويات للحكومة أهمها زيادة الواردات غير النفطية,Iraq
17136,اها اعطيتيني امل اني اقدر اتعلم اللغه الانجليزيه لاني انا مااعرف اتكلم انجليزي كثير وان شاء الله اقدر اتغلب على الصعوبات,Saudi_Arabia
17137,ياهلا بك ولاتطري الوداع ه,Iraq
17138,يضحك يس يضايق,Oman
17139,وليفي اللي ما يدري انه وليفي للحين,Iraq
17140,مبروك عقبالك ي قلبي,Saudi_Arabia
17141,انا محملها اخي,Algeria
17142,اللهم أعني ولا تعن علي وانصرني ولا تنصر علي وامكر لي ولا تمكر علي واهدني,Iraq
17143,اتمصخر انت الحب انت,United_Arab_Emirates
17144,ايوة هنشوفها امتي بقي علشان هي اتاخرت كده,Egypt
17145,في الذكرى السابعة للثورة التونسية فريق الشعب ينتصر على النجم الرياضي الساحلي صدفة بالطبيعة ما تنجم تكون كان صدفة ه,Tunisia
17146,جودي بوصل وارحميني وانصفي,Saudi_Arabia
17147,اسويله وجع وسم هاي اذا بقيت يمه بعد نص ساعه,Iraq
17148,ل,Iraq
17149,ه نهارك سعيد لو عندك فيس قوليلي بس بعد المدعكه اللى احنا فيها دى,Egypt
17150,والله تظهروا له الدعم يا شركه زفت اصلا مش محتاجين كلامك بندعمه من غير أي حاجه اتفو عليكي شركه,Egypt
17151,إن واجبنا هو أن نميز بدقة اللحظة التاريخية التي نعيشها وأن نزج بقدراتنا الصغيرة في معركة محددة نيكوس كازانتزاكيس,Egypt
17152,حظ منهو لا بغى شوفتس يشوفتس أشهد أن الله عطاه وما عطاني,Saudi_Arabia
17153,وعسى أن يخرج من قلبك كل مايؤذيه,Iraq
17154,الحمد لله أول خطواتي نحو النجاح,Algeria
17155,علت صفارات القطار وعيونهما تتعانقان واليدان تستمهلان لحظة الفصم والانتزاع مشي وراء القطار خطوات ثم وقف عند آخر الرصيف يرنو حسيرا نحو مؤخرة القطار وهو يتوغل بمحبوبته في عتمة الليل بينما تتباعد صفاراته النائحة على وقع الفراق,Tunisia
17156,انتو بتاكلو أولاد اخوانكم واخواتكم وقت لقيتو الخواجة ح تخلوهم يعني,Yemen
17157,رساله للجميع لا تخبئوا الكلام فلن يرثه أحد ل يقوله ولا تؤجلوا الرسائل فقد تتغير العناوين,Palestine
17158,امليها بالنهار عشان تفضيها بالليل,Egypt
17159,ما يصير منها بكل معاهم,Libya
17160,سبحان الله والحمد لله ولا إله إلا الله والله أكبر,Egypt
17161,جهينة طاب صباحك القصد في التغريدة الأولى لا تفكر في العودة إليه مرة أخرى أي أنه تمر فائدة معك أو اقتباس يعجبك ثم لا تدوينه بحجة أنك سوف تعودين له مرة ثانية,Syria
17162,بحبك يا لودا والله,Egypt
17163,طيب كان فيكن تعلنو ع الشي بلا ما تحطو إسم نجوى ولا عارفين إنو هي الطريقة الوحيدة ل حتى الناس يسمعو فيكن,Tunisia
17164,مفهاش والله كدب,Egypt
17165,عارف انت ده مبدأ شوف العصفورة اللي هناك دي و تعمل حاجة من وراك ده إلهاء و غطاء للي جاي زي ما القرار ظهر زمان ف وقت تيران و صنافير جمع الكروت هتظهر الصورة,Egypt
17166,التنبيه العشوائي للإشارة الكهربائية الناقلة في حجرتي الأذينين في القلب يؤدي إلى انقباضات عشوائية وغير منتظمة لخلايا الأذينين,Saudi_Arabia
17167,من استعجل شئ قبل اوانه عوقب بحرمانه صباح,Oman
17168,بكل شجاعه بقدم اعتزار لأولادى انهاردة عن سؤ اختيارى فى الانتخابات الرئاسية كان عندى أمل أن اخطاء الفترة الأولى هيتم تفاديها بسرعه مع بدايه الفترة التانيه لكن للأسف من الواضح أن الشعب اخر من يتم التفكير فيه وبعتذر,Egypt
17169,ابو كمال عملي الردي في الدنيا,Jordan
17170,حقيقه نتخذ الحلول الأسوأ حين تكون العقول غير سوية,Iraq
17171,استغفر الله الذي لا اله الا هو الحي القيوم واتوب اليه,Oman
17172,لا مانعرفش نحكي إنجليزي خلينا ع العربي خير,Libya
17173,روحي ذاكري بدال ماتستنين,Saudi_Arabia
17174,إلي يحبني يسوي لي كيكة الليمون ولا البرتقال غير كذا كلام جرايد,Saudi_Arabia
17175,شا كنت ديري اعترفي,Morocco
17176,أحييك مرة أخرى يا أعظم قائد عربي شهم,Morocco
17177,مش ضعف ابدا ببقا الانسان مخنوق بس واول لما يشوف حد قريب ليه ومجرد يقولو مالك بيعيط واى حد شايف انه ضعف ف هو انسان براس جاموسه,Lebanon
17178,ئ,Iraq
17179,أجيبلك عصير رمان عراقي يشفي شرايين الكلب,Oman
17180,المجد لاولئك يطحنهم العالم كل ليله ويقاومونه بالركض خلف احلاامهم لاولئك الذين خلعو عن افكارهم ثياب اليأس الرثه ولبسوا الامل والاصرار,Egypt
17181,معلومة الدول التي كانت تتألف منها يوغسلافيا صربيا والجبل الأسود وسلوفينيا والبوسنة وكرواتيا ومقدونيا وكوسوفا,Libya
17182,مش طايقة الجامعة بلي فيها اتعب نفسيتي واداوم يعني,Jordan
17183,ايهاب المالكي ثار القائد محمد,Iraq
17184,أقرب وصف لشخصيتك خجول جريء عاقل غامض,Iraq
17185,لا اعتقد ان كاتب هذا الكلام كان قبل شهر من ان يتحدث عن ايجابية إما انه كان يخدعنا وإما انه لا يعي خطورة ما كتب فايارب رفقآ به وبقلبه,Libya
17186,أشد وطأة والله عقدة الصور لا تأثر بااحد غير صاحب العقدة اما عقدة الوجه المكشوف تأثر على جنس بشري كامل الاناث وجيل كامل يطلع معقد,Morocco
17187,الف سلامه عليك شفاك الله وعافاك,Yemen
17188,ياو فاقو خلص اللعب لكن وفقو ربي يخدم الله يعين,Algeria
17189,كبو تالله ما رأيت أمهر من حلاقتك يا كبو كيف وقد تلاعبت ضباع الجيدو بسماحة رأسي المقدس كانسا شعري الطاهر دون تهليل شعري الجميل غاضتني حزن,Algeria
17190,إجابة سؤالي راشد الماجد,Kuwait
17191,وانت ما نسيت,Saudi_Arabia
17192,ضحكته الي شاغله الكون,United_Arab_Emirates
17193,كلام ابتر واقصير,Libya
17194,لا توجد الخدمة في الجزائر لماذا لم تفعلوا مثل مافعلت مع المغرب جهاز فيزيون اذا ممكن جهاز في الجزائر و شكرا بي اوت كيو باقيه وتتمدد,Algeria
17195,هذا فاهم غلط,Iraq
17196,أتنين شواذ عادى يعنى مش حوار,Egypt
17197,المشكلة ان مفيش حد عمله حاجة ودي كارثة فين الجدعنة والشهامة بتاعت زمان,Syria
17198,احب رمسة الشحوح,United_Arab_Emirates
17199,كن دائمآ الدافع الأساسي لتحقيق ما تريد فإن اردت لاهدافك واقع فستكون واقع,Oman
17200,ربنا بيحوشلي الحلو كله وهاخده مره واحده كدا وهتفاجئ بكرمه,Egypt
17201,فى اختبار فى كلية شرطة بعد التخرج ازاى تمسك المفاتيح والسجايروالموبايل فى ايد واحدة بس قليل اللى يعرف الكلام ده التدريب عليه بيبدأ من سنة اولى,Egypt
17202,ربنا يرحمه ويجعل مثواه الجنه,Egypt
17203,أصبح الفرد العربي خائفا حتى من الحرية لقد سلبت شجاعته أيضا ولم يعد يمتلك سوى ما يرميه له الحاكم على قارعة الطريق,Oman
17204,بحب تابعك لانك واقعي لكن بتمنى ما تغير اسلوبك و تتبع هالاسلوب تبع الملحدين الجدد كلنا منعرف انو الادوية تكتشف تباعا,Syria
17205,اللهم في يوم الجمعة عطر قبر جدتي برائحة الجنة,Morocco
17206,المشكلة الموضوع مو بس أنترنت هم السيرفس بالبر بفترة المخيمات والكشتات داون بس يخلص العقد وياهم بحول عنهم,Kuwait
